LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed Level,Unemployed Rate
CN1203700000000,12,37,"Franklin County, FL",2014,"4,944","4,666",278,5.6
CN1203900000000,12,39,"Gadsden County, FL",2014,"18,811","17,263","1,548",8.2
CN1204100000000,12,41,"Gilchrist County, FL",2014,"6,556","6,115",441,6.7
CN1204300000000,12,43,"Glades County, FL",2014,"4,921","4,543",378,7.7
CN1204500000000,12,45,"Gulf County, FL",2014,"6,124","5,752",372,6.1
CN1204700000000,12,47,"Hamilton County, FL",2014,"4,605","4,255",350,7.6
CN1204900000000,12,49,"Hardee County, FL",2014,"10,343","9,550",793,7.7
CN1205100000000,12,51,"Hendry County, FL",2014,"15,827","14,033","1,794",11.3
CN1205300000000,12,53,"Hernando County, FL",2014,"66,235","60,994","5,241",7.9
CN1205500000000,12,55,"Highlands County, FL",2014,"35,843","32,821","3,022",8.4
CN1205700000000,12,57,"Hillsborough County, FL",2014,"682,847","643,346","39,501",5.8
CN1205900000000,12,59,"Holmes County, FL",2014,"6,862","6,383",479,7
CN1206100000000,12,61,"Indian River County, FL",2014,"61,753","56,875","4,878",7.9
CN1206300000000,12,63,"Jackson County, FL",2014,"17,484","16,313","1,171",6.7
CN1206500000000,12,65,"Jefferson County, FL",2014,"5,497","5,134",363,6.6
CN1206700000000,12,67,"Lafayette County, FL",2014,"3,354","3,182",172,5.1
CN1206900000000,12,69,"Lake County, FL",2014,"138,345","129,500","8,845",6.4
CN1207100000000,12,71,"Lee County, FL",2014,"310,352","291,638","18,714",6
CN1207300000000,12,73,"Leon County, FL",2014,"149,877","141,567","8,310",5.5
CN1207500000000,12,75,"Levy County, FL",2014,"16,298","15,182","1,116",6.8
CN1207700000000,12,77,"Liberty County, FL",2014,"2,752","2,569",183,6.6
CN1207900000000,12,79,"Madison County, FL",2014,"7,738","7,186",552,7.1
CN1208100000000,12,81,"Manatee County, FL",2014,"160,548","151,358","9,190",5.7
CN1208300000000,12,83,"Marion County, FL",2014,"131,605","122,005","9,600",7.3
CN1208500000000,12,85,"Martin County, FL",2014,"68,687","64,521","4,166",6.1
CN1208600000000,12,86,"Miami-Dade County, FL",2014,"1,320,102","1,231,286","88,816",6.7
CN1208700000000,12,87,"Monroe County, FL",2014,"45,043","43,189","1,854",4.1
CN1208900000000,12,89,"Nassau County, FL",2014,"36,269","34,108","2,161",6
CN1209100000000,12,91,"Okaloosa County, FL",2014,"92,072","87,331","4,741",5.1
CN1209300000000,12,93,"Okeechobee County, FL",2014,"17,674","16,374","1,300",7.4
CN1209500000000,12,95,"Orange County, FL",2014,"676,557","637,038","39,519",5.8
CN1209700000000,12,97,"Osceola County, FL",2014,"152,667","142,399","10,268",6.7
CN1209900000000,12,99,"Palm Beach County, FL",2014,"684,793","644,664","40,129",5.9
CN1210100000000,12,101,"Pasco County, FL",2014,"213,023","198,813","14,210",6.7
CN1210300000000,12,103,"Pinellas County, FL",2014,"471,706","444,471","27,235",5.8
CN1210500000000,12,105,"Polk County, FL",2014,"278,477","258,446","20,031",7.2
CN1210700000000,12,107,"Putnam County, FL",2014,"27,946","25,506","2,440",8.7
CN1210900000000,12,109,"St. Johns County, FL",2014,"110,658","105,458","5,200",4.7
CN1211100000000,12,111,"St. Lucie County, FL",2014,"130,539","120,081","10,458",8
CN1211300000000,12,113,"Santa Rosa County, FL",2014,"73,121","69,122","3,999",5.5
CN1211500000000,12,115,"Sarasota County, FL",2014,"174,927","164,704","10,223",5.8
CN1211700000000,12,117,"Seminole County, FL",2014,"236,046","222,576","13,470",5.7
CN1211900000000,12,119,"Sumter County, FL",2014,"28,269","25,910","2,359",8.3
CN1212100000000,12,121,"Suwannee County, FL",2014,"17,973","16,840","1,133",6.3
CN1212300000000,12,123,"Taylor County, FL",2014,"9,363","8,720",643,6.9
CN1212500000000,12,125,"Union County, FL",2014,"4,734","4,451",283,6
CN1212700000000,12,127,"Volusia County, FL",2014,"237,798","221,573","16,225",6.8
CN1212900000000,12,129,"Wakulla County, FL",2014,"14,308","13,567",741,5.2
CN1213100000000,12,131,"Walton County, FL",2014,"27,350","25,902","1,448",5.3
CN1213300000000,12,133,"Washington County, FL",2014,"9,693","9,041",652,6.7
CN1300100000000,13,1,"Appling County, GA",2014,"8,664","7,902",762,8.8
CN1300300000000,13,3,"Atkinson County, GA",2014,"3,615","3,342",273,7.6
CN1300500000000,13,5,"Bacon County, GA",2014,"4,847","4,511",336,6.9
CN1300700000000,13,7,"Baker County, GA",2014,"1,114","1,014",100,9
CN1300900000000,13,9,"Baldwin County, GA",2014,"18,474","16,870","1,604",8.7
CN1301100000000,13,11,"Banks County, GA",2014,"8,149","7,611",538,6.6
CN1301300000000,13,13,"Barrow County, GA",2014,"35,183","32,983","2,200",6.3
CN1301500000000,13,15,"Bartow County, GA",2014,"46,609","43,279","3,330",7.1
CN1301700000000,13,17,"Ben Hill County, GA",2014,"5,596","5,039",557,10
CN1301900000000,13,19,"Berrien County, GA",2014,"7,234","6,619",615,8.5
CN1302100000000,13,21,"Bibb County, GA",2014,"69,005","63,493","5,512",8
CN1302300000000,13,23,"Bleckley County, GA",2014,"4,630","4,112",518,11.2
CN1302500000000,13,25,"Brantley County, GA",2014,"6,887","6,253",634,9.2
CN1302700000000,13,27,"Brooks County, GA",2014,"6,631","6,154",477,7.2
CN1302900000000,13,29,"Bryan County, GA",2014,"15,543","14,543","1,000",6.4
CN1303100000000,13,31,"Bulloch County, GA",2014,"34,535","32,015","2,520",7.3
CN1303300000000,13,33,"Burke County, GA",2014,"9,169","8,253",916,10
CN1303500000000,13,35,"Butts County, GA",2014,"10,025","9,277",748,7.5
CN1303700000000,13,37,"Calhoun County, GA",2014,"2,139","1,991",148,6.9
CN1303900000000,13,39,"Camden County, GA",2014,"21,957","20,514","1,443",6.6
CN1304300000000,13,43,"Candler County, GA",2014,"5,074","4,725",349,6.9
CN1304500000000,13,45,"Carroll County, GA",2014,"51,951","47,716","4,235",8.2
CN1304700000000,13,47,"Catoosa County, GA",2014,"31,036","29,138","1,898",6.1
CN1304900000000,13,49,"Charlton County, GA",2014,"4,804","4,451",353,7.3
CN1305100000000,13,51,"Chatham County, GA",2014,"131,711","122,124","9,587",7.3
CN1305300000000,13,53,"Chattahoochee County, GA",2014,"2,229","2,013",216,9.7
CN1305500000000,13,55,"Chattooga County, GA",2014,"10,515","9,718",797,7.6
CN1305700000000,13,57,"Cherokee County, GA",2014,"118,001","111,560","6,441",5.5
CN1305900000000,13,59,"Clarke County, GA",2014,"56,217","52,333","3,884",6.9
CN1306100000000,13,61,"Clay County, GA",2014,915,811,104,11.4
CN1306300000000,13,63,"Clayton County, GA",2014,"124,667","113,123","11,544",9.3
CN1306500000000,13,65,"Clinch County, GA",2014,"2,826","2,590",236,8.4
CN1306700000000,13,67,"Cobb County, GA",2014,"393,441","370,236","23,205",5.9
CN1306900000000,13,69,"Coffee County, GA",2014,"17,634","16,206","1,428",8.1
CN1307100000000,13,71,"Colquitt County, GA",2014,"20,080","18,463","1,617",8.1
CN1307300000000,13,73,"Columbia County, GA",2014,"66,428","62,587","3,841",5.8
CN1307500000000,13,75,"Cook County, GA",2014,"7,394","6,797",597,8.1
CN1307700000000,13,77,"Coweta County, GA",2014,"66,501","62,426","4,075",6.1
CN1307900000000,13,79,"Crawford County, GA",2014,"5,612","5,194",418,7.4
CN1308100000000,13,81,"Crisp County, GA",2014,"9,453","8,621",832,8.8
CN1308300000000,13,83,"Dade County, GA",2014,"7,887","7,391",496,6.3
CN1308500000000,13,85,"Dawson County, GA",2014,"10,796","10,142",654,6.1
CN1308700000000,13,87,"Decatur County, GA",2014,"11,374","10,451",923,8.1
CN1308900000000,13,89,"DeKalb County, GA",2014,"368,717","342,134","26,583",7.2
CN1309100000000,13,91,"Dodge County, GA",2014,"7,430","6,708",722,9.7
CN1309300000000,13,93,"Dooly County, GA",2014,"4,635","4,192",443,9.6
CN1309500000000,13,95,"Dougherty County, GA",2014,"38,645","35,094","3,551",9.2
CN1309700000000,13,97,"Douglas County, GA",2014,"67,664","62,679","4,985",7.4
CN1309900000000,13,99,"Early County, GA",2014,"4,343","3,955",388,8.9
CN1310100000000,13,101,"Echols County, GA",2014,"1,783","1,679",104,5.8
CN1310300000000,13,103,"Effingham County, GA",2014,"26,264","24,638","1,626",6.2
CN1310500000000,13,105,"Elbert County, GA",2014,"8,065","7,373",692,8.6
CN1310700000000,13,107,"Emanuel County, GA",2014,"8,582","7,689",893,10.4
CN1310900000000,13,109,"Evans County, GA",2014,"4,736","4,432",304,6.4
CN1311100000000,13,111,"Fannin County, GA",2014,"9,853","9,109",744,7.6
CN1311300000000,13,113,"Fayette County, GA",2014,"53,750","50,490","3,260",6.1
CN1311500000000,13,115,"Floyd County, GA",2014,"43,274","39,868","3,406",7.9
CN1311700000000,13,117,"Forsyth County, GA",2014,"100,368","95,123","5,245",5.2
CN1311900000000,13,119,"Franklin County, GA",2014,"9,247","8,500",747,8.1
CN1312100000000,13,121,"Fulton County, GA",2014,"509,436","473,594","35,842",7
CN1312300000000,13,123,"Gilmer County, GA",2014,"11,963","11,098",865,7.2
CN1312500000000,13,125,"Glascock County, GA",2014,"1,267","1,165",102,8.1
CN1312700000000,13,127,"Glynn County, GA",2014,"37,076","34,325","2,751",7.4
CN1312900000000,13,129,"Gordon County, GA",2014,"26,070","24,180","1,890",7.2
CN1313100000000,13,131,"Grady County, GA",2014,"10,452","9,689",763,7.3
CN1313300000000,13,133,"Greene County, GA",2014,"6,424","5,900",524,8.2
CN1313500000000,13,135,"Gwinnett County, GA",2014,"444,312","417,546","26,766",6
CN1313700000000,13,137,"Habersham County, GA",2014,"18,968","17,654","1,314",6.9
CN1313900000000,13,139,"Hall County, GA",2014,"90,063","84,779","5,284",5.9
CN1314100000000,13,141,"Hancock County, GA",2014,"2,521","2,228",293,11.6
CN1314300000000,13,143,"Haralson County, GA",2014,"11,871","10,934",937,7.9
CN1314500000000,13,145,"Harris County, GA",2014,"15,723","14,788",935,5.9
CN1314700000000,13,147,"Hart County, GA",2014,"10,383","9,608",775,7.5
CN1314900000000,13,149,"Heard County, GA",2014,"4,967","4,575",392,7.9
CN1315100000000,13,151,"Henry County, GA",2014,"103,521","96,043","7,478",7.2
CN1315300000000,13,153,"Houston County, GA",2014,"65,923","61,457","4,466",6.8
CN1315500000000,13,155,"Irwin County, GA",2014,"3,141","2,844",297,9.5
CN1315700000000,13,157,"Jackson County, GA",2014,"29,812","28,075","1,737",5.8
CN1315900000000,13,159,"Jasper County, GA",2014,"6,351","5,930",421,6.6
CN1316100000000,13,161,"Jeff Davis County, GA",2014,"6,395","5,875",520,8.1
CN1316300000000,13,163,"Jefferson County, GA",2014,"6,650","5,905",745,11.2
CN1316500000000,13,165,"Jenkins County, GA",2014,"3,260","2,936",324,9.9
CN1316700000000,13,167,"Johnson County, GA",2014,"3,935","3,598",337,8.6
CN1316900000000,13,169,"Jones County, GA",2014,"13,691","12,830",861,6.3
CN1317100000000,13,171,"Lamar County, GA",2014,"7,786","7,046",740,9.5
CN1317300000000,13,173,"Lanier County, GA",2014,"3,792","3,487",305,8
CN1317500000000,13,175,"Laurens County, GA",2014,"19,026","17,279","1,747",9.2
CN1317700000000,13,177,"Lee County, GA",2014,"14,142","13,264",878,6.2
CN1317900000000,13,179,"Liberty County, GA",2014,"25,629","23,680","1,949",7.6
CN1318100000000,13,181,"Lincoln County, GA",2014,"3,336","3,060",276,8.3
CN1318300000000,13,183,"Long County, GA",2014,"6,699","6,205",494,7.4
CN1318500000000,13,185,"Lowndes County, GA",2014,"50,537","46,882","3,655",7.2
CN1318700000000,13,187,"Lumpkin County, GA",2014,"15,255","14,289",966,6.3
CN1318900000000,13,189,"McDuffie County, GA",2014,"8,797","7,923",874,9.9
CN1319100000000,13,191,"McIntosh County, GA",2014,"5,867","5,406",461,7.9
CN1319300000000,13,193,"Macon County, GA",2014,"4,737","4,182",555,11.7
CN1319500000000,13,195,"Madison County, GA",2014,"12,704","11,859",845,6.7
CN1319700000000,13,197,"Marion County, GA",2014,"3,457","3,192",265,7.7
CN1319900000000,13,199,"Meriwether County, GA",2014,"8,743","7,894",849,9.7
CN1320100000000,13,201,"Miller County, GA",2014,"2,675","2,506",169,6.3
CN1320500000000,13,205,"Mitchell County, GA",2014,"8,763","8,078",685,7.8
CN1320700000000,13,207,"Monroe County, GA",2014,"12,729","11,880",849,6.7
CN1320900000000,13,209,"Montgomery County, GA",2014,"3,857","3,461",396,10.3
CN1321100000000,13,211,"Morgan County, GA",2014,"8,359","7,812",547,6.5
CN1321300000000,13,213,"Murray County, GA",2014,"15,866","14,388","1,478",9.3
CN1321500000000,13,215,"Muscogee County, GA",2014,"80,811","74,035","6,776",8.4
CN1321700000000,13,217,"Newton County, GA",2014,"47,931","44,019","3,912",8.2
CN1321900000000,13,219,"Oconee County, GA",2014,"17,260","16,389",871,5
CN1322100000000,13,221,"Oglethorpe County, GA",2014,"6,659","6,220",439,6.6
CN1322300000000,13,223,"Paulding County, GA",2014,"74,827","70,247","4,580",6.1
CN1322500000000,13,225,"Peach County, GA",2014,"11,484","10,400","1,084",9.4
CN1322700000000,13,227,"Pickens County, GA",2014,"13,821","12,905",916,6.6
CN1322900000000,13,229,"Pierce County, GA",2014,"8,087","7,486",601,7.4
CN1323100000000,13,231,"Pike County, GA",2014,"8,192","7,620",572,7
CN1323300000000,13,233,"Polk County, GA",2014,"18,342","16,915","1,427",7.8
CN1323500000000,13,235,"Pulaski County, GA",2014,"4,062","3,746",316,7.8
CN1323700000000,13,237,"Putnam County, GA",2014,"8,088","7,360",728,9
CN1323900000000,13,239,"Quitman County, GA",2014,890,816,74,8.3
CN1324100000000,13,241,"Rabun County, GA",2014,"6,548","6,015",533,8.1
CN1324300000000,13,243,"Randolph County, GA",2014,"2,718","2,456",262,9.6
CN1324500000000,13,245,"Richmond County, GA",2014,"84,627","77,305","7,322",8.7
CN1324700000000,13,247,"Rockdale County, GA",2014,"42,028","38,741","3,287",7.8
CN1324900000000,13,249,"Schley County, GA",2014,"2,175","2,010",165,7.6
CN1325100000000,13,251,"Screven County, GA",2014,"5,361","4,827",534,10
CN1325300000000,13,253,"Seminole County, GA",2014,"3,120","2,826",294,9.4
CN1325500000000,13,255,"Spalding County, GA",2014,"27,269","24,702","2,567",9.4
CN1325700000000,13,257,"Stephens County, GA",2014,"11,210","10,355",855,7.6
CN1325900000000,13,259,"Stewart County, GA",2014,"2,188","2,024",164,7.5
CN1326100000000,13,261,"Sumter County, GA",2014,"13,434","12,165","1,269",9.4
CN1326300000000,13,263,"Talbot County, GA",2014,"2,805","2,586",219,7.8
CN1326500000000,13,265,"Taliaferro County, GA",2014,592,528,64,10.8
CN1326700000000,13,267,"Tattnall County, GA",2014,"9,521","8,862",659,6.9
CN1326900000000,13,269,"Taylor County, GA",2014,"2,846","2,556",290,10.2
CN1327100000000,13,271,"Telfair County, GA",2014,"5,248","4,738",510,9.7
CN1327300000000,13,273,"Terrell County, GA",2014,"3,618","3,329",289,8
CN1327500000000,13,275,"Thomas County, GA",2014,"17,145","15,651","1,494",8.7
CN1327700000000,13,277,"Tift County, GA",2014,"18,250","16,925","1,325",7.3
CN1327900000000,13,279,"Toombs County, GA",2014,"12,233","11,031","1,202",9.8
CN1328100000000,13,281,"Towns County, GA",2014,"4,138","3,759",379,9.2
CN1328300000000,13,283,"Treutlen County, GA",2014,"2,794","2,499",295,10.6
CN1328500000000,13,285,"Troup County, GA",2014,"36,096","33,458","2,638",7.3
CN1328700000000,13,287,"Turner County, GA",2014,"3,257","2,999",258,7.9
CN1328900000000,13,289,"Twiggs County, GA",2014,"2,996","2,664",332,11.1
CN1329100000000,13,291,"Union County, GA",2014,"9,515","8,891",624,6.6
CN1329300000000,13,293,"Upson County, GA",2014,"11,303","10,302","1,001",8.9
CN1329500000000,13,295,"Walker County, GA",2014,"29,396","27,285","2,111",7.2
CN1329700000000,13,297,"Walton County, GA",2014,"41,409","38,753","2,656",6.4
CN1329900000000,13,299,"Ware County, GA",2014,"14,756","13,594","1,162",7.9
CN1330100000000,13,301,"Warren County, GA",2014,"2,714","2,452",262,9.7
CN1330300000000,13,303,"Washington County, GA",2014,"7,552","6,943",609,8.1
CN1330500000000,13,305,"Wayne County, GA",2014,"11,830","10,799","1,031",8.7
CN1330700000000,13,307,"Webster County, GA",2014,"1,016",928,88,8.7
CN1330900000000,13,309,"Wheeler County, GA",2014,"1,865","1,636",229,12.3
CN1331100000000,13,311,"White County, GA",2014,"13,832","12,976",856,6.2
CN1331300000000,13,313,"Whitfield County, GA",2014,"44,722","41,231","3,491",7.8
CN1331500000000,13,315,"Wilcox County, GA",2014,"2,841","2,582",259,9.1
CN1331700000000,13,317,"Wilkes County, GA",2014,"3,735","3,389",346,9.3
CN1331900000000,13,319,"Wilkinson County, GA",2014,"3,716","3,395",321,8.6
CN1332100000000,13,321,"Worth County, GA",2014,"8,941","8,240",701,7.8
CN1500100000000,15,1,"Hawaii County, HI",2014,"87,707","82,863","4,844",5.5
CN1500300000000,15,3,"Honolulu County/city, HI",2014,"461,744","442,983","18,761",4.1
CN1500700000000,15,7,"Kauai County, HI",2014,"34,792","33,111","1,681",4.8
CN1500900000000,15,9,"Maui County, HI",2014,"82,431","78,704","3,727",4.5
CN1600100000000,16,1,"Ada County, ID",2014,"211,681","202,788","8,893",4.2
CN1600300000000,16,3,"Adams County, ID",2014,"1,676","1,508",168,10
CN1600500000000,16,5,"Bannock County, ID",2014,"41,518","39,612","1,906",4.6
CN1600700000000,16,7,"Bear Lake County, ID",2014,"2,859","2,729",130,4.5
CN1600900000000,16,9,"Benewah County, ID",2014,"3,967","3,645",322,8.1
CN1601100000000,16,11,"Bingham County, ID",2014,"22,057","21,053","1,004",4.6
CN1601300000000,16,13,"Blaine County, ID",2014,"11,456","10,941",515,4.5
CN1601500000000,16,15,"Boise County, ID",2014,"2,919","2,727",192,6.6
CN1601700000000,16,17,"Bonner County, ID",2014,"18,228","16,916","1,312",7.2
CN1601900000000,16,19,"Bonneville County, ID",2014,"49,585","47,493","2,092",4.2
CN1602100000000,16,21,"Boundary County, ID",2014,"4,909","4,611",298,6.1
CN1602300000000,16,23,"Butte County, ID",2014,"1,301","1,231",70,5.4
CN1602500000000,16,25,"Camas County, ID",2014,631,597,34,5.4
CN1602700000000,16,27,"Canyon County, ID",2014,"89,030","83,703","5,327",6
CN1602900000000,16,29,"Caribou County, ID",2014,"3,851","3,687",164,4.3
CN1603100000000,16,31,"Cassia County, ID",2014,"11,237","10,755",482,4.3
CN1603300000000,16,33,"Clark County, ID",2014,442,421,21,4.8
CN1603500000000,16,35,"Clearwater County, ID",2014,"3,130","2,838",292,9.3
CN1603700000000,16,37,"Custer County, ID",2014,"2,137","1,989",148,6.9
CN1603900000000,16,39,"Elmore County, ID",2014,"11,007","10,426",581,5.3
CN1604100000000,16,41,"Franklin County, ID",2014,"6,403","6,185",218,3.4
CN1604300000000,16,43,"Fremont County, ID",2014,"6,974","6,689",285,4.1
CN1604500000000,16,45,"Gem County, ID",2014,"7,512","7,065",447,6
CN1604700000000,16,47,"Gooding County, ID",2014,"7,973","7,651",322,4
CN1604900000000,16,49,"Idaho County, ID",2014,"6,487","5,997",490,7.6
CN1605100000000,16,51,"Jefferson County, ID",2014,"12,248","11,751",497,4.1
CN1605300000000,16,53,"Jerome County, ID",2014,"11,104","10,656",448,4
CN1605500000000,16,55,"Kootenai County, ID",2014,"70,466","66,361","4,105",5.8
CN1605700000000,16,57,"Latah County, ID",2014,"19,290","18,503",787,4.1
CN1605900000000,16,59,"Lemhi County, ID",2014,"3,360","3,096",264,7.9
CN1606100000000,16,61,"Lewis County, ID",2014,"1,594","1,521",73,4.6
CN1606300000000,16,63,"Lincoln County, ID",2014,"2,602","2,452",150,5.8
CN1606500000000,16,65,"Madison County, ID",2014,"19,016","18,401",615,3.2
CN1606700000000,16,67,"Minidoka County, ID",2014,"10,405","9,926",479,4.6
CN1606900000000,16,69,"Nez Perce County, ID",2014,"20,339","19,507",832,4.1
CN1607100000000,16,71,"Oneida County, ID",2014,"2,116","2,034",82,3.9
CN1607300000000,16,73,"Owyhee County, ID",2014,"5,019","4,833",186,3.7
CN1607500000000,16,75,"Payette County, ID",2014,"10,957","10,333",624,5.7
CN1607700000000,16,77,"Power County, ID",2014,"3,976","3,781",195,4.9
CN1607900000000,16,79,"Shoshone County, ID",2014,"5,204","4,683",521,10
CN1608100000000,16,81,"Teton County, ID",2014,"5,619","5,392",227,4
CN1608300000000,16,83,"Twin Falls County, ID",2014,"38,211","36,553","1,658",4.3
CN1608500000000,16,85,"Valley County, ID",2014,"4,557","4,211",346,7.6
CN1608700000000,16,87,"Washington County, ID",2014,"4,582","4,275",307,6.7
CN1700100000000,17,1,"Adams County, IL",2014,"32,635","30,894","1,741",5.3
CN1700300000000,17,3,"Alexander County, IL",2014,"2,556","2,283",273,10.7
CN1700500000000,17,5,"Bond County, IL",2014,"7,893","7,376",517,6.6
CN1700700000000,17,7,"Boone County, IL",2014,"26,324","24,271","2,053",7.8
CN1700900000000,17,9,"Brown County, IL",2014,"2,734","2,620",114,4.2
CN1701100000000,17,11,"Bureau County, IL",2014,"17,475","16,198","1,277",7.3
